"N","WEB","Website Bookings         ","12/12/2017","18:00:00","12/01/2017","2","12/13/2017","16:00:00","A0995","10:55:57","5","02","Covered Parking","beta@forumre.com                                  ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","TEST"
"N","WEB","Website Bookings         ","12/06/2017","08:00:00","12/01/2017","2","12/07/2017","08:00:00","A0996","10:59:35","19.98","01","Valet Parking","beta@forumre.com                                  ","JACK","J","MR","V1","1. Valet Parking at $18.50/day","0000000000","","Y","N","","","0","","TEST"
"N","WEB","Website Bookings         ","12/01/2017","13:00:00","12/01/2017","2","12/02/2017","08:30:00","A0997","11:51:42","19.98","01","Valet Parking","beta@forumre.com                                  ","BETA","B","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","12/09/2017","08:00:00","12/08/2017","3","12/11/2017","23:30:00","A0998","09:14:54","59.94","01","Valet Parking","ray@chauntry.com                                  ","RAY","R","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","VAUGHAN"
"A","WEB","Website Bookings         ","12/10/2017","08:00:00","12/08/2017","5","12/14/2017","23:30:00","A0998","09:14:54","99.9","01","Valet Parking","ray@chauntry.com                                  ","RAY"," ","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","VAUGHAN"
"A","WEB","Website Bookings         ","12/12/2017","08:00:00","12/08/2017","3","12/14/2017","23:30:00","A0998","09:14:54","59.94","01","Valet Parking","ray@chauntry.com                                  ","RAY"," ","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","VAUGHAN"
"N","WEB","Website Bookings         ","12/08/2017","22:00:00","12/08/2017","3","12/10/2017","09:00:00","A0999","09:16:14","39.96","01","Valet Parking","ray@chauntry.com                                  ","RAY","R","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","VAUGHAN"
"N","WEB","Website Bookings         ","12/10/2017","11:00:00","12/08/2017","3","12/12/2017","21:30:00","A1000","09:20:35","15","02","Covered Parking","ray@chauntry.com                                  ","RAY","R","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","VAUGHAN"
"N","WEB","Website Bookings         ","12/23/2017","08:30:00","12/08/2017","6","12/28/2017","23:00:00","A1001","09:21:38","30","02","Covered Parking","ray@chauntry.com                                  ","RAY","R","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","VAUGHAN"
"N","WEB","Website Bookings         ","12/15/2017","11:00:00","12/13/2017","2","12/16/2017","11:00:00","A1002","17:34:14","19.98","01","Valet Parking","email@email.com                                   ","JACK","J","MR","V1","1. Valet Parking at $18.50/day","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","12/15/2017","08:00:00","12/13/2017","2","12/16/2017","08:00:00","A1003","17:39:18","5","02","Covered Parking","beta@forumre.com                                  ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","12/17/2017","08:30:00","12/15/2017","2","12/18/2017","10:30:00","A1004","17:44:44","10","02","Covered Parking","beta@forumre.com                                  ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","12/20/2017","04:00:00","12/19/2017","2","12/21/2017","04:30:00","A1005","07:04:27","10","02","Covered Parking","raul.alvarez@chauntry.com                         ","RAUL","R","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","ALVAREZ"
"N","WEB","Website Bookings         ","12/21/2017","09:00:00","12/20/2017","2","12/22/2017","09:00:00","A1006","06:04:45","5","02","Covered Parking","deanna.mcsweeney@chauntry.com                     ","DEANNA","D","MISS","002","Indoor Self Park","0000000000","","N","N","","","0","","MCSWEENEY"
"N","WEB","Website Bookings         ","12/22/2017","09:00:00","12/21/2017","2","12/23/2017","09:00:00","A1007","08:23:58","19.98","01","Valet Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/22/2017","09:00:00","12/21/2017","9","12/30/2017","09:00:00","A1008","09:50:35","5","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/27/2017","08:00:00","12/21/2017","5","12/31/2017","08:00:00","A1009","09:54:42","10","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/22/2017","09:00:00","12/21/2017","2","12/23/2017","09:00:00","A1010","09:57:20","5","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/23/2017","11:00:00","12/22/2017","2","12/24/2017","11:00:00","A1011","06:55:40","5","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/25/2017","09:00:00","12/22/2017","2","12/26/2017","09:00:00","A1012","07:21:36","19.98","01","Valet Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","V1","1. Valet Parking at $18.50/day","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/23/2017","11:00:00","12/22/2017","2","12/24/2017","11:00:00","A1013","08:45:02","5","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"A","WEB","Website Bookings         ","12/23/2017","11:00:00","12/22/2017","3","12/25/2017","11:00:00","A1013","08:45:02","10","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED"," ","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","12/29/2017","10:00:00","12/22/2017","2","12/30/2017","10:00:00","A1014","11:43:51","5","02","Covered Parking","beta@forumre.com                                  ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","12/30/2017","10:00:00","12/22/2017","2","12/31/2017","10:00:00","A1015","11:54:15","19.98","01","Valet Parking","beta@forumre.com                                  ","BETA","B","MR","V1","1. Valet Parking at $18.50/day","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","12/25/2017","10:00:00","12/23/2017","2","12/26/2017","10:00:00","A1016","17:38:54","5","02","Covered Parking","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/05/2018","00:01:00","01/04/2018","2","01/06/2018","05:30:00","A1017","15:35:09","20","03","Uncovered Parking","mailboxjp6@gmail.com                              ","HAPPY","H","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKERTEST"
"N","WEB","Website Bookings         ","01/05/2018","00:01:00","01/04/2018","2","01/06/2018","05:30:00","A1018","15:38:40","39.96","VAL","ParkDIA - Valet","mailboxjp6@gmail.com                              ","HAPPY","H","MR","VAL","Valet Parking at $18.50/day","0000000000","","N","N","","","0","","PARKERTEST"
"N","WEB","Website Bookings         ","01/06/2018","10:00:00","01/04/2018","2","01/07/2018","10:00:00","A1019","21:51:25","5","02","Covered Parking","mailboxjp6@gmail.com                              ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","01/07/2018","06:00:00","01/05/2018","2","01/08/2018","06:00:00","A1020","19:15:03","5","02","Covered Parking","beta@forumre.com                                  ","JACK","J","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PANTS"
"N","WEB","Website Bookings         ","01/08/2018","11:00:00","01/05/2018","1","01/08/2018","23:30:00","A1021","19:19:27","5","02","Covered Parking","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/10/2018","09:00:00","01/06/2018","2","01/11/2018","09:00:00","A1022","16:26:25","19.98","VAL","ParkDIA - Valet","beta@forumre.com                                  ","BETA","B","MR","VAL","Valet Parking at $18.50/day","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/09/2018","06:00:00","01/08/2018","2","01/10/2018","06:00:00","A1023","05:19:32","5","02","Covered Parking","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","01/11/2018","08:00:00","01/09/2018","2","01/12/2018","08:00:00","A1024","17:12:54","0","02","Covered Parking","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/12/2018","09:00:00","01/11/2018","2","01/13/2018","09:00:00","A1025","10:41:18","6.43","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","01/12/2018","00:01:00","01/11/2018","2","01/13/2018","00:01:00","A1026","16:38:36","0","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/17/2018","06:00:00","01/15/2018","2","01/18/2018","06:00:00","A1027","19:02:16","15.07","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/18/2018","07:00:00","01/17/2018","2","01/19/2018","07:00:00","A1028","12:29:21","6.43","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/20/2018","05:00:00","01/18/2018","2","01/21/2018","05:00:00","A1029","19:30:14","19.39","01","Valet","beta@forumre.com                                  ","BETA","B","MR","001","Valet","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/24/2018","09:00:00","01/22/2018","3","01/26/2018","09:00:00","A1030","04:52:01","12.86","03","Outdoor Self Park","steve@chauntry.com                                ","STEVE","S","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","BROOKING"
"N","TRANS","Transient Contract Parker","01/24/2018","09:00:00","01/22/2018","3","01/26/2018","09:00:00","A1031","06:18:25","0","03","Outdoor Self Park","steve@chauntry.com                                ","","S","MR","003","Outdoor Self Park","0000000000","","","","","","0","","BROOKING"
"N","TRANS","Transient Contract Parker","01/24/2018","09:00:00","01/22/2018","3","01/26/2018","09:00:00","A1032","08:31:46","0","03","Outdoor Self Park","steve@chauntry.com                                ","","S","MR","003","Outdoor Self Park","0000000000","","","","","","0","","BROOKING"
"N","WEB","Website Bookings         ","01/23/2018","12:00:00","01/22/2018","2","01/24/2018","12:00:00","A1033","14:15:36","19.39","01","Valet","beta@forumre.com                                  ","BETA","B","MR","001","Valet","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/24/2018","05:00:00","01/23/2018","2","01/25/2018","09:00:00","A1034","10:44:00","12.86","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","01/25/2018","08:30:00","01/24/2018","6","01/30/2018","08:30:00","A1035","13:59:03","6.15","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","01/26/2018","07:00:00","01/24/2018","2","01/27/2018","07:00:00","A1036","18:37:39","19.39","01","Valet","jack@test.com                                     ","JACK","J","MR","001","Valet","0000000000","","Y","N","","","0","","TEST"
"N","TRANS","Transient Contract Parker","01/24/2018","09:00:00","01/25/2018","3","01/26/2018","09:00:00","A1037","06:31:54","0","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","","N","MR","003","Outdoor Self Park","0000000000","","","","","","0","","SAGHIR"
"N","TRANS","Transient Contract Parker","01/24/2018","09:00:00","01/25/2018","3","01/26/2018","09:00:00","A1038","08:28:31","0","03","Outdoor Self Park","ray@chauntry.com                                  ","","R","MR","003","Outdoor Self Park","0000000000","","","","","","0","","VAUGHAN"
"N","TRANS","Transient Contract Parker","01/24/2018","09:00:00","01/25/2018","5","01/28/2018","09:00:00","A1039","08:31:04","0","03","Outdoor Self Park","ray@chauntry.com                                  ","","R","MR","003","Outdoor Self Park","0000000000","","","","","","0","","VAUGHAN"
"N","WEB","Website Bookings         ","01/26/2018","03:00:00","01/25/2018","2","01/27/2018","03:00:00","A1040","10:45:50","19.39","01","Valet","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","001","Valet","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","01/31/2018","06:00:00","01/30/2018","2","02/01/2018","06:00:00","A1041","00:44:22","19.39","01","Valet","beta@forumre.com                                  ","BETA","B","MR","001","Valet","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/01/2018","00:01:00","01/30/2018","3","02/03/2018","00:30:00","A1042","11:53:36","19.29","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/01/2018","03:00:00","01/30/2018","2","02/02/2018","03:00:00","A1043","21:53:17","6.43","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","02/02/2018","00:01:00","02/01/2018","2","02/03/2018","00:30:00","A1044","14:13:00","0","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","02/03/2018","00:30:00","02/02/2018","2","02/04/2018","01:00:00","A1045","08:56:35",".86","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/03/2018","09:30:00","02/02/2018","2","02/04/2018","09:30:00","A1046","09:53:53","6.43","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","02/03/2018","04:30:00","02/02/2018","11","02/13/2018","09:00:00","A1047","10:09:51","66.73","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/03/2018","05:30:00","02/02/2018","19","02/21/2018","10:00:00","A1048","10:17:08","368.41","01","Valet","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","001","Valet","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","02/03/2018","01:00:00","02/02/2018","11","02/13/2018","01:00:00","A1049","10:20:57","0","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/03/2018","00:01:00","02/02/2018","2","02/04/2018","00:01:00","A1050","11:02:56","6.43","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/08/2018","00:01:00","02/02/2018","13","02/20/2018","00:01:00","A1051","11:05:16","180.84","02","Indoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/05/2018","07:00:00","02/04/2018","2","02/06/2018","07:00:00","A1052","14:58:37","19.39","01","Valet","beta@forumre.com                                  ","BETA","B","MR","001","Valet","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/05/2018","03:30:00","02/04/2018","2","02/06/2018","03:30:00","A1053","15:10:01","19.39","01","Valet","jack@betatest.com                                 ","JACK","J","MR","001","Valet","0000000000","","Y","N","","","0","","PANTALENA"
"N","WEB","Website Bookings         ","02/06/2018","08:30:00","02/04/2018","2","02/07/2018","08:30:00","A1054","19:47:53","19.39","01","Valet","jack@betatest.com                                 ","JACK","J","MR","001","Valet","0000000000","","Y","N","","","0","","PANTALENA"
"N","WEB","Website Bookings         ","02/06/2018","06:30:00","02/05/2018","2","02/07/2018","07:00:00","A1055","05:03:37","12.86","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/06/2018","10:00:00","02/05/2018","2","02/07/2018","10:00:00","A1056","05:13:33","19.39","01","Valet","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","001","Valet","NAV1      ","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/06/2018","08:00:00","02/05/2018","2","02/07/2018","08:00:00","A1057","05:21:03","15.51","01","Valet","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","001","Valet","NAV1      ","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/06/2018","04:00:00","02/05/2018","2","02/07/2018","04:00:00","A1058","05:44:53","6.43","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/06/2018","05:30:00","02/05/2018","2","02/07/2018","07:30:00","A1059","05:56:30","12.86","03","Outdoor Self Park","salman.rasool@chauntry.com                        ","RICHARD","R","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","JORDAN"
"N","WEB","Website Bookings         ","02/06/2018","23:00:00","02/05/2018","2","02/07/2018","22:00:00","A1060","06:20:26","15.07","02","Indoor Self Park","salman.rasool@chauntry.com                        ","RICHARD","R","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","JORDAN"
"N","WEB","Website Bookings         ","02/06/2018","06:30:00","02/05/2018","2","02/07/2018","07:30:00","A1061","08:57:00","12.86","03","Outdoor Self Park","salman.rasool@chauntry.com                        ","RICHARD","R","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","JORDAN"
"N","WEB","Website Bookings         ","02/06/2018","06:00:00","02/05/2018","2","02/07/2018","06:00:00","A1062","09:04:28","15.07","02","Indoor Self Park","salman.rasool@chauntry.com                        ","RICHARD","R","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","JORDAN"
"N","WEB","Website Bookings         ","02/06/2018","07:30:00","02/05/2018","2","02/07/2018","06:30:00","A1063","09:20:48","6.43","03","Outdoor Self Park","raul.alvarez@chauntry.com                         ","RAUL","R","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","ALVAREZ"
"N","WEB","Website Bookings         ","02/06/2018","05:30:00","02/05/2018","2","02/07/2018","11:00:00","A1064","10:06:59","30.14","02","Indoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","02/07/2018","00:01:00","02/06/2018","2","02/08/2018","00:30:00","A1065","09:54:02","9.86","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/07/2018","00:30:00","02/06/2018","2","02/08/2018","01:30:00","A1066","10:13:35","12.86","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/07/2018","00:30:00","02/06/2018","2","02/08/2018","00:30:00","A1067","11:08:25","15.07","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/08/2018","00:01:00","02/06/2018","2","02/09/2018","00:01:00","A1068","11:12:38","15.07","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","02/14/2018","00:30:00","02/06/2018","2","02/15/2018","00:30:00","A1069","11:15:15","0","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/07/2018","02:00:00","02/06/2018","2","02/08/2018","02:00:00","A1070","11:17:12","15.07","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/08/2018","00:30:00","02/07/2018","2","02/09/2018","01:00:00","A1071","03:02:15","30.14","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","02/11/2018","11:00:00","02/07/2018","3","02/13/2018","11:00:00","A1072","03:58:27","22.14","02","Indoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","REDEM","Redemption Points Agent  ","02/10/2018","00:01:00","02/07/2018","4","02/13/2018","00:01:00","A1073","04:01:03","15.21","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/08/2018","07:00:00","02/07/2018","2","02/09/2018","07:00:00","A1074","05:20:48","6.43","03","Outdoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/08/2018","03:30:00","02/07/2018","2","02/09/2018","05:00:00","A1075","05:38:38","12.86","03","Outdoor Self Park","raul.alvarez@chauntry.com                         ","RAUL","R","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","ALVAREZ"
"N","WEB","Website Bookings         ","02/08/2018","05:30:00","02/07/2018","2","02/09/2018","07:00:00","A1076","05:48:07","12.86","03","Outdoor Self Park","raul.alvarez@chauntry.com                         ","RAUL","R","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","ALVAREZ"
"N","WEB","Website Bookings         ","02/08/2018","07:00:00","02/07/2018","2","02/09/2018","07:00:00","A1077","05:53:42","15.07","02","Indoor Self Park","naveed.saghir@chauntry.com                        ","NAVEED","N","MR","002","Indoor Self Park","0000000000","","N","N","","","0","","SAGHIR"
"N","WEB","Website Bookings         ","02/08/2018","00:01:00","02/07/2018","2","02/09/2018","00:01:00","A1078","07:36:46","6.43","03","Outdoor Self Park","beta@forumre.com                                  ","BETA","B","MR","003","Outdoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","WEB","Website Bookings         ","02/08/2018","00:30:00","02/07/2018","2","02/09/2018","01:00:00","A1079","10:51:47","30.14","02","Indoor Self Park","beta@forumre.com                                  ","BETA","B","MR","002","Indoor Self Park","0000000000","","Y","N","","","0","","PARKDIA"
"N","REDEM","Redemption Points Agent  ","02/13/2018","10:30:00","02/12/2018","2","02/14/2018","07:30:00","A1080","10:39:59","0","03","Outdoor Self Park","mailboxjp6@gmail.com                              ","HAPPY","H","MR","003","Outdoor Self Park","0000000000","","N","N","","","0","","PARKERTEST"
